"Range Name","gpu__time_duration.sum","gpu__time_duration.avg.pct_of_peak_sustained_elapsed","tpc__warps_active_shader_cs_realtime.sum","tpc__warps_active_shader_cs_realtime.avg.pct_of_peak_sustained_elapsed","sm__inst_executed_pipe_alu_realtime.sum","sm__inst_executed_pipe_alu_realtime.avg.pct_of_peak_sustained_elapsed","sm__inst_executed_pipe_lsu.sum","sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_elapsed","tpc__warp_launch_cycles_stalled_shader_cs_reason_register_allocation.sum","tpc__warp_launch_cycles_stalled_shader_cs_reason_register_allocation.avg.pct_of_peak_sustained_elapsed","tpc__warp_launch_cycles_stalled_shader_cs_reason_barrier_allocation.sum","tpc__warp_launch_cycles_stalled_shader_cs_reason_barrier_allocation.avg.pct_of_peak_sustained_elapsed","tpc__warp_launch_cycles_stalled_shader_cs_reason_shmem_allocation.sum","tpc__warp_launch_cycles_stalled_shader_cs_reason_shmem_allocation.avg.pct_of_peak_sustained_elapsed","tpc__warp_launch_cycles_stalled_shader_cs_reason_warp_allocation.sum","tpc__warp_launch_cycles_stalled_shader_cs_reason_warp_allocation.avg.pct_of_peak_sustained_elapsed","tpc__warp_launch_cycles_stalled_shader_cs_reason_cta_allocation.sum","tpc__warp_launch_cycles_stalled_shader_cs_reason_cta_allocation.avg.pct_of_peak_sustained_elapsed","lts__average_t_sector_hit_rate_realtime.pct","rtcore__throughput.avg.pct_of_peak_sustained_elapsed","sm__throughput.avg.pct_of_peak_sustained_elapsed",
"Grid Construction",196694.444444, 4.663523, 2147648.000000, 0.364309, 66144.000000, 0.269301, 13407.000000, 0.218386, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 56.224516, 0.000000, 0.276685, 
