"Range Name","gpu__time_duration.sum","gpu__time_duration.avg.pct_of_peak_sustained_elapsed","tpc__warps_active_shader_cs_realtime.sum","tpc__warps_active_shader_cs_realtime.avg.pct_of_peak_sustained_elapsed","sm__inst_executed_pipe_alu_realtime.sum","sm__inst_executed_pipe_alu_realtime.avg.pct_of_peak_sustained_elapsed","sm__inst_executed_pipe_lsu.sum","sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_elapsed","tpc__warp_launch_cycles_stalled_shader_cs_reason_register_allocation.sum","tpc__warp_launch_cycles_stalled_shader_cs_reason_register_allocation.avg.pct_of_peak_sustained_elapsed","tpc__warp_launch_cycles_stalled_shader_cs_reason_barrier_allocation.sum","tpc__warp_launch_cycles_stalled_shader_cs_reason_barrier_allocation.avg.pct_of_peak_sustained_elapsed","tpc__warp_launch_cycles_stalled_shader_cs_reason_shmem_allocation.sum","tpc__warp_launch_cycles_stalled_shader_cs_reason_shmem_allocation.avg.pct_of_peak_sustained_elapsed","tpc__warp_launch_cycles_stalled_shader_cs_reason_warp_allocation.sum","tpc__warp_launch_cycles_stalled_shader_cs_reason_warp_allocation.avg.pct_of_peak_sustained_elapsed","tpc__warp_launch_cycles_stalled_shader_cs_reason_cta_allocation.sum","tpc__warp_launch_cycles_stalled_shader_cs_reason_cta_allocation.avg.pct_of_peak_sustained_elapsed","lts__average_t_sector_hit_rate_realtime.pct","rtcore__throughput.avg.pct_of_peak_sustained_elapsed","sm__throughput.avg.pct_of_peak_sustained_elapsed",
"Grid Construction",544324, 4.66508, 2.16013e+06, 0.351472, 66864, 0.261105, 13763, 0.214979, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96.6151, 0, 0.269188, 
